victim.country.,actor.external.country.,actor.partner.country.,action.hacking.vector.,action.malware.vector.,action.misuse.vector.,action.physical.vector.,action.social.vector.,victim.industry2.
US,,,,,,,,92
UA,UA,,Web application,,,,,00
US,Unknown,,,Unknown,,,,62
US,,,,,LAN access,,,62
US,,,,,,,,52
US,,,,,LAN access,,,62
GB,GB,,Unknown,,,,,81
US,,,,,,,,92
US,US,,,,,Victim work area,,56
US,Unknown,,,,,Victim grounds,,44
US,Unknown,,,,,Unknown,,62
US,Unknown,,,Email attachment,,,Email,92
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,Remote injection,,,,62
US,,,,,,,,92
CA,,,,,LAN access,,,62
US,,,,,LAN access,,,92
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,Physical access,,,48
SG,Unknown,,Web application,,,,,62
US,,,,,,,,92
US,,,,,,Victim work area,,62
US,,,,,LAN access,,,92
GB,Unknown,,,,,Public facility,,33
US,,,,,LAN access,,,92
US,,,,,,,,92
US,CO,,Unknown,,,,Documents,23
CA,,,,,Physical access,,,62
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
SY,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,62
US,,,,,Physical access,,,62
US,,,,,,,,92
US,Unknown,,,,,Victim grounds,,52
US,,,,,,,,92
CA,,,,,,,,62
US,,,,,,,,92
US,,,,,LAN access,,,61
AE,RU,,Backdoor or C2,Email attachment,,,Email,22
CA,,,,,,,,81
US,Unknown,Unknown,,,,Victim work area,,62
US,Unknown,,Unknown,,,,,51
US,,,,,LAN access,,,61
US,Unknown,,Other,,,,,62
BY,RU,,Backdoor or C2,Email attachment,,,Email,92
CA,,,,,,,,52
US,Unknown,,,,,Unknown,,54
US,,,,,,,,92
AU,Unknown,,,,,,,52
US,Unknown,,Command shell,Unknown,,,,81
US,,Unknown,,,,,,92
US,,,,,,,,51
US,,,,,,,,92
CA,,,,,LAN access,,,62
NZ,,NZ,,,,,,92
US,,,,,LAN access,,,62
US,Unknown,,,Unknown,,,,62
CA,,,,,LAN access,,,62
CA,,,,,,,,61
US,,,Unknown,,,,,92
FR,Unknown,,Unknown,,,,,33
US,,,,,,,,92
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,52
US,IT,,Web application,,,,,92
US,Unknown,,,,Remote access,,,52
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,,,,,,,,62
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,Unknown,,,,72
US,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,,Unknown,,,,22
US,,,,,,,,92
US,Unknown,,Unknown,,,,,62
CA,CN,,Unknown,Unknown,,,,54
US,RO,,,,,Victim grounds,,52
NZ,,,,,LAN access,,,52
US,Unknown,,Unknown,,,,,62
US,MD,,Unknown,,,,,52
TW,,,,,Physical access,,,52
Unknown,,,,,,,,53
US,,,,,,,,92
US,Unknown,,,,,Victim work area,,62
CN,,,,,Unknown,,,49
US,Unknown,,Backdoor or C2,Email attachment,,,Email,92
GB,Unknown,,Web application,,,,,54
US,,,,,,,,33
CA,,,,,,,,62
GB,GB,GB,,,,Partner vehicle,,44
US,,,,,,Victim work area,,62
US,Unknown,,,Unknown,,,,62
SY,Unknown,,Web application,,,,,00
PE,Unknown,,Web application,,,,,92
US,Unknown,,Web application,,,,,54
CA,,,,,LAN access,,,62
US,,,,,,,,62
US,Unknown,,,,,Unknown,,42
US,,,,,LAN access,,,92
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,,,,,81
US,Unknown,,Unknown,,,,,62
GB,,,,,Unknown,,,62
US,,Unknown,,,,Public facility,,62
IE,Unknown,,Unknown,,,,,61
US,,,,,,,,92
US,Unknown,,,,,Victim public area,,44
US,,,,,Physical access,,,62
US,Unknown,,Web application,,,,,62
US,Unknown,,,Unknown,,,,52
US,Unknown,,,,,Unknown,,62
US,,US,,,LAN access,,,92
US,Unknown,,Unknown,,,,,33
US,,,,,,,,62
US,US,,Web application,,,,,61
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,52
CN,,,,,,,,61
US,,,,,,,,61
US,Unknown,,Unknown,,,,,51
US,US,,,,,Victim public area,,52
US,Unknown,,,,,Victim grounds,,62
MT,,,,,LAN access,,In-person,62
AU,Unknown,,,,,,,62
US,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,62
US,Unknown,,,,,Victim work area,,62
US,Unknown,,Unknown,,,,,51
GR,Unknown,,Unknown,,,,,92
GB,Unknown,,Web application,,,,,92
US,,,,,,,,92
KR,KP,,Backdoor or C2,Email attachment,,,Email,00
US,Unknown,,,,,Public facility,,42
US,Unknown,,,Email attachment,,,Software,92
CA,CA,,Web application,,,,,92
US,Unknown,,,,,Victim work area,,62
AU,Unknown,,,,,Unknown,,62
US,,Unknown,,,,,,62
US,,Unknown,,,,,,62
US,RU,,,Unknown,,,,52
GB,KP,,Other,Network propagation,,,,62
CZ,Unknown,,VPN,,,,,51
US,,,,,,,,92
US,Unknown,,,Unknown,,,,62
US,Unknown,,,,,Victim work area,,62
CN,CN,,Backdoor or C2,Unknown,,,,56
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,92
GB,,,,,,,,61
US,,US,Web application,,,,,92
US,,,,,,,,92
CA,,,,,LAN access,,,62
GB,,,,,,,,92
KR,KR,,Web application,,,,,51
US,,,,,,,,92
TW,,,,,,,,52
US,Unknown,,,,,Victim work area,,62
US,,Unknown,,,,,,92
IN,IN,,,,,Personal vehicle,,62
KR,Unknown,,Unknown,,,,,51
US,,Unknown,Unknown,,,,,61
US,,,,,LAN access,,,33
US,,,,,Physical access,Victim work area,,62
US,,,,,Physical access,,,92
US,Unknown,,Other,,,,,22
US,,,,,,,,44
AU,,,,,Physical access,,,44
US,,,,,,,,52
IN,PK,,Web application,,,,,51
Unknown,Unknown,,Unknown,,,,,00
US,,,,,,,,62
US,Unknown,,,,,Victim secure area,,62
US,Unknown,,Web application,,,,,56
US,,,,,,,,92
US,,,,,,,,52
IE,,,,,,,,92
US,,,,,,,,62
US,,,,,,,,62
US,,,,,,,,31
US,,,,,,,,92
US,Unknown,,,Email attachment,,,Email,54
US,,,,,,Victim work area,,62
US,Unknown,,Unknown,,,,Email,45
US,,,,,,,,33
US,Unknown,,Web application,,,,,81
ES,Unknown,,Command shell,,,,,92
US,,,,,LAN access,,,62
US,,,,,,,,62
US,Unknown,,,,,Victim grounds,,44
US,,Unknown,,,,Partner facility,,62
US,Unknown,,,,,Unknown,,92
CA,,,,,LAN access,,,62
US,,Unknown,,,,,,52
CA,Unknown,,,,,Victim work area,,61
US,,Unknown,,,LAN access,,,54
CK,Unknown,,Unknown,,,,,92
US,Unknown,,Unknown,,,,,51
US,,,,,,,,92
US,,,,,,,,52
US,,,,,,,,52
US,Unknown,,Web application,,,,,81
US,,,,,,,,92
GB,Unknown,,Unknown,,,,,72
US,US,,,,,Victim work area,,62
CA,,,,,,,,62
US,Unknown,,Web application,,,,,92
DE,Unknown,,Unknown,,,,,54
CA,,,,,LAN access,,,52
Unknown,Unknown,,Web application,,,,,51
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,62
GB,,,,,,,,62
US,,,,,,,,62
US,Unknown,,Desktop sharing,Direct install,,,,72
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,32
CA,CN,,Unknown,Unknown,,,,33
US,,,,,Unknown,,,92
US,,,,,LAN access,,,52
US,Unknown,,,Unknown,,,,72
CN,Unknown,,Unknown,,,,,54
US,Unknown,,Unknown,,,,,22
US,,,,,LAN access,,,92
US,Unknown,,,Direct install,,,,71
US,,,,,LAN access,,,92
US,,,,,Physical access,,,72
US,Unknown,,,,,Victim secure area,,62
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,92
US,,,,,,,,45
US,Unknown,,,Unknown,,,,62
US,Unknown,,,Unknown,,,,45
US,Unknown,,,,,Victim public area,,52
CA,,Unknown,,,,,,56
US,US,,,,,Victim public area,,52
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim public area,,52
US,Unknown,,Partner,Direct install,,,,62
CA,,,,,LAN access,,,92
US,Unknown,,,,,Victim work area,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,51
US,Unknown,,Web application,,,,,51
AU,,,,,,,,62
US,RU,,Backdoor or C2,Unknown,,,,62
US,,,,,LAN access,,,62
US,Unknown,,Web application,,,,,51
US,Unknown,,,,,Victim public area,,44
IL,,Unknown,,,,,,33
US,Unknown,,,,,Victim secure area,,62
GB,,,,,,,,61
US,,,,,LAN access,,,92
US,US,,,,,Other,,54
US,CN,,Unknown,Web drive-by,,,Email,32
DK,,,,,,,,52
US,,Unknown,,,,,,56
US,Unknown,,Web application,,,,,54
US,Unknown,,,,,Personal residence,,62
Unknown,Unknown,,Web application,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,US,,,,,Victim public area,,44
GB,,,,,,,,92
IN,,,,,LAN access,,,54
US,US,,,,,Victim work area,,62
CA,Unknown,,Web application,,,,,71
US,Unknown,,Unknown,Unknown,,,,31
US,,,,,LAN access,,,92
US,Unknown,,,Unknown,,,,81
US,,Unknown,,,,,,62
PR,Unknown,,,,,Unknown,,52
US,,,,,,,,92
GB,,,,,LAN access,,,42
Unknown,Unknown,,Web application,,,,,00
CA,,,,,,Victim work area,,54
US,Unknown,,Web application,,,,Email,62
US,Unknown,,Web application,,,,,51
US,,,,,,,,62
US,,,,,,,,61
US,,,,,,,,92
US,Unknown,,Web application,,,,,33
US,,,,,,,,62
US,,,,,Unknown,,,92
US,US,,Web application,,,,,92
AU,Unknown,,Unknown,,,,,54
US,Unknown,,,,,Unknown,,62
CA,,,,,,,,62
US,,,,,,,,62
US,Unknown,,,Unknown,,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,Web application,,,,Email,62
CA,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,51
CA,,,,,LAN access,,,62
US,,,,,,,,92
CA,,,,,,,,92
US,CN,,VPN,Unknown,,,,49
US,,,,,Other,,,92
US,Unknown,,,,,Victim work area,,62
US,,,,,Physical access,,,62
US,,,,,,,,51
US,,,,,,,,92
US,,,,,,,,62
US,,,,,,,,52
US,,,Unknown,Unknown,,,,42
US,,Unknown,,,,,,52
US,Unknown,,,,,Personal vehicle,,72
US,Unknown,,,,,Personal vehicle,,62
NL,Unknown,,Web application,,,,,51
Unknown,Unknown,,,,,Personal vehicle,,62
Unknown,RO,,,,,Victim grounds,,52
US,Unknown,,,,,Victim grounds,,44
US,,,,,,,,52
US,,,,,,,,32
BR,,,,,,,,33
US,,,,Removable media,,,,48
AT,Unknown,,,,,,Email,33
US,Unknown,,,,,Unknown,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,Web application,,,,,45
US,,US,Command shell,,Remote access,,,54
US,Unknown,,Web application,Direct install,,,,81
US,Unknown,,,,,Victim public area,,44
CA,Unknown,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,61
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,62
US,Unknown,,Web application,,,,,52
US,Unknown,,,,,Victim work area,,72
BD,IN,,Web application,,,,,42
US,KR,,,,Unknown,,In-person,00
FR,NL,,Unknown,,,,,00
US,,,,,,,,92
IT,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,92
NL,,,,,Remote access,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim grounds,,52
US,Unknown,,,,,Unknown,,62
US,Unknown,,Unknown,,,,,62
US,,,,,,,,62
US,Unknown,,Web application,,,,,51
US,Unknown,,,Unknown,,,,51
CA,,CA,,,LAN access,,,62
PK,,,,,Unknown,Privileged access,,92
US,,,,,LAN access,,,54
IQ,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,,Email,23
GB,,,,,,Other,,56
US,,,,,LAN access,,,92
VE,Unknown,,Web application,Direct install,,,,61
US,Unknown,,,,,Partner facility,,92
US,,Unknown,,,LAN access,,,62
US,,,,,,,,62
US,,,,,,,,61
US,Unknown,,,,,Unknown,,61
US,Unknown,,,,,Victim work area,,44
AU,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,,,,,92
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,,Email,62
US,Unknown,,Web application,,,,,51
GB,,,,,,,,92
US,Unknown,,,,,Victim public area,,52
US,,,,,LAN access,,,92
US,,,,,,,,51
GB,,,,,,,,62
GB,Unknown,,Web application,,,,Unknown,62
US,,,,,LAN access,,,62
US,,,,,,,,62
US,,,,,LAN access,,,51
US,Unknown,,,,,Unknown,,44
US,Unknown,,Unknown,,,,,62
GB,PK,,Web application,,,,,51
US,,,,,LAN access,,,92
GB,,,,,,,,92
GB,,,,,,,,92
US,Unknown,,,,,,,44
US,,,,,LAN access,,,53
US,Unknown,,,,,Personal residence,,62
US,,,,,,,,52
GB,Unknown,,Web application,,,,,61
US,Unknown,,Unknown,Unknown,,,,62
US,Unknown,,Web application,,,,,51
CN,Unknown,,Web application,,,,,42
CA,,CA,,,LAN access,,,62
US,,,,,,,,92
US,,Unknown,,,,,,45
US,,,,,,,,62
GB,Unknown,,,,,Victim grounds,,44
US,Unknown,,,,,Victim public area,,44
US,Unknown,,,,,Unknown,,92
US,,,,,LAN access,,,33
US,Unknown,,Unknown,,,,,51
US,US,,,,,Victim public area,,45
US,Unknown,,Web application,,,,,61
Unknown,Unknown,,,Email attachment,,,,92
US,,,,,,,,62
US,,,,,,,,62
US,,,,,LAN access,,,92
GB,,,,,,,,81
US,,,,,,,,92
US,NG,,Unknown,,,,Email,92
US,UA,,Web application,,,,,52
US,,,,,LAN access,,,51
US,Unknown,,Unknown,,,,,52
US,Unknown,,,,,Victim public area,,44
CA,Unknown,,,,,Unknown,,44
TH,Unknown,,Unknown,,,,,92
US,Unknown,,Web application,,,,,44
US,,,,,Non-corporate,,,44
US,,,,,,,,92
US,,US,,,,,,51
US,,,,,,,,62
SG,SG,,Unknown,,,,,33
SE,,Unknown,,,,,,71
US,,,,,,,,61
US,,,,,,,,92
IE,,,,,,,,62
US,Unknown,,,,,Victim grounds,,44
US,,,,,LAN access,,,62
US,,,,,LAN access,,,61
Unknown,Unknown,,Unknown,,,,,00
US,,,,,,,,92
AU,,,,,LAN access,,Removable media,33
CA,,,,,LAN access,,,62
IT,,,,,,,,51
US,Unknown,,,,,Victim public area,,52
US,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,62
US,,,,,Physical access,,,51
US,Unknown,,,Unknown,,,,92
US,,,,,,,,92
US,,,,,,,,81
US,PK,,Web application,,,,,00
US,Unknown,,Unknown,Unknown,,,,72
CA,,,,,,,,61
US,,,,,,,,61
JP,,,,,LAN access,,,92
US,,Unknown,,,,,,62
US,Unknown,,Unknown,,,,,44
US,,,,,,,,92
US,,,,,,,,52
US,,,,,,,,92
US,Unknown,,Web application,,,,,56
IN,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,,,,,92
US,,,,,,,,92
IS,Unknown,,Web application,,,,,51
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,62
KR,,,,,,,,32
US,,,,,Physical access,,,92
US,Unknown,,,,,Victim public area,,52
PK,Unknown,,Web application,,,,,51
US,,,,,,,,00
US,,,,,,,,62
US,US,,Web application,,,,,51
US,,,,,,,,92
IN,,,,,,,,52
US,Unknown,,,,,,Email,62
US,,,,,,,Unknown,51
GB,,,,,,,,61
US,,,,,LAN access,Victim work area,,52
US,,,,,Physical access,,,62
CA,,,,,LAN access,,,62
US,Unknown,,,,Remote access,,,81
US,,,,,,,,62
US,,,,,,,,62
US,,,,,LAN access,,,33
GB,,,,,LAN access,,,92
US,Unknown,,Web application,,,,,51
NZ,,,,,,,,92
US,,,,,,,,62
US,Unknown,,Unknown,,,,,32
US,CN,,Unknown,Direct install,,,,92
US,,,,,LAN access,,,52
GB,,,,,,,,92
US,,,Unknown,,,,,61
US,Unknown,,Web application,Unknown,,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,Partner,,,,,45
AU,Unknown,,Other,,,,,54
AR,SY,,Web application,,,,,00
US,Unknown,,,,,Unknown,,62
US,US,,,,,Victim work area,,62
DE,DE,,,,,Personal vehicle,,61
Unknown,,,,,,,,33
IN,PK,,Web application,,,,,52
US,,,,,,,,92
GB,,,,,,,,54
US,,,,,,,,52
US,Unknown,,Web application,,,,,51
US,Unknown,,Web application,,,,,62
US,,,,,,,,52
AU,,,,,Unknown,,,92
US,,,,,,,,61
KZ,RU,,Backdoor or C2,Email attachment,,,Email,22
US,,,,,Physical access,,,92
US,,,,,LAN access,,,51
DE,US,,,,,Victim secure area,,92
US,,,,,,,,92
US,,,,,LAN access,,,92
EE,,,,,,,,22
JP,Unknown,,Web application,,,,,44
US,,US,,,,,,52
US,,,,,,Victim work area,,92
BE,Unknown,,,Unknown,,,,92
US,Unknown,,Unknown,Direct install,,,,44
DE,,Unknown,,,LAN access,,,62
US,Unknown,,Unknown,,,,,92
US,Unknown,,Web application,,,,,51
US,,Unknown,,,,,,62
US,,,,,LAN access,,,62
US,,,,,Physical access,,,62
US,Unknown,,Unknown,,,,,61
US,Unknown,,Unknown,,,,,56
CL,Unknown,,Unknown,,,,,52
US,Unknown,,,,,Unknown,,81
US,Unknown,,,,,,,92
NL,Unknown,,Web application,,,,,51
DE,Unknown,,Web application,,,,,81
US,,,,,,,,62
IE,Unknown,,,,,Personal residence,,92
CA,,,,,LAN access,,,62
BE,Unknown,,Command shell,,,,Unknown,56
US,,,,,,,,92
US,Unknown,,,,,,Email,62
US,Unknown,,,,,Unknown,,54
US,,,,,LAN access,,,92
GB,,,,,,,,92
US,Unknown,,,,,,,51
US,,,,,LAN access,,Unknown,92
AE,RU,,Backdoor or C2,Email attachment,,,Email,21
US,,,,,,,,92
Unknown,CN,,Web application,,,,,00
US,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,,,,62
AU,,,,,,,,92
IL,,,,,,,,51
US,Unknown,,,Unknown,,,,54
US,,,,,,,,51
AT,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Personal residence,,62
PE,PE,,Web application,,,,,81
SA,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,Unknown,,,62
GB,RO,,Web application,,,,,51
US,,,,,LAN access,,,62
IE,,,,,LAN access,,,92
US,Unknown,,,,,Partner facility,,92
MX,Unknown,,Other,,,,,51
US,Unknown,,Other,,,,,92
US,Unknown,,Other,,,,,61
US,Unknown,,Unknown,,,,,51
ZM,BD,,Web application,,,,,56
US,,,,,,,,92
US,Unknown,,,Unknown,,,,62
US,Unknown,,Web application,,,,,81
IE,,,,,,,,62
US,US,,,,,Victim work area,,92
US,,,,,LAN access,,,92
AU,Unknown,,,,,Victim work area,,81
GB,Unknown,,Web application,,,,,92
US,Unknown,,Web application,,,,,54
US,,,,,LAN access,,,52
US,,,,,,,,92
US,,Unknown,,,,,,54
US,Unknown,,,,,Unknown,,62
NZ,,,,,,,,54
US,US,,,,,Personal vehicle,,62
US,,,,,Physical access,,,52
US,Unknown,,Unknown,,,,,31
US,,,,,LAN access,,,92
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,51
CA,,,,,LAN access,,,62
CA,Unknown,,,,,Unknown,,92
US,Unknown,,,Unknown,,,,56
RU,TC,,Unknown,,,,,52
US,Unknown,,Unknown,,,,,42
US,,,,,,,,92
GB,Unknown,,,,,,Phone,54
US,,,,,,,,92
US,Unknown,,,,,Unknown,,42
US,Unknown,,Unknown,Unknown,,,,61
US,Unknown,,Unknown,Unknown,,,,51
US,,,,,,,,92
US,,,,,LAN access,,,92
US,AM,,,,,Public facility,,52
US,,,,,,,,92
US,,,,,,,,92
IN,IN,,Web application,,,,,92
US,Unknown,,Web application,,,,Email,62
CA,,,,,LAN access,,,54
US,,,,,,,,51
US,,,,,Physical access,,,62
ES,Unknown,,Web application,,,,,81
US,Unknown,,Web application,,,,,51
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,62
US,Unknown,,,,,Personal vehicle,,92
US,,Unknown,,,LAN access,,,62
US,Unknown,,Web application,,,,,54
US,,,,,LAN access,,,62
US,,,,,,Victim work area,,62
JP,,,,,LAN access,Personal residence,,00
US,,,Other,,,,,51
US,Unknown,,Unknown,Unknown,,,,92
US,Unknown,,,,,Unknown,,00
US,,,,,LAN access,,,52
US,,,Physical access,,,Victim work area,,61
US,US,,,,,Personal residence,,61
US,Unknown,,Unknown,,,,,92
US,Unknown,,,,,Victim work area,,52
US,Unknown,,,,,Unknown,,62
CA,Unknown,,Web application,,,,,81
US,Unknown,,Unknown,,,,,62
US,,Unknown,Unknown,,,,,42
US,Unknown,,Unknown,,,,,56
US,Unknown,,,Unknown,,,,61
ZW,Unknown,,Web application,,,,,92
US,,,,,Remote access,,,33
US,,,,,,,,52
GB,,,,,,,,52
US,,,,,,,,52
US,,,,,,,,62
US,,,,,Remote access,,,52
US,Unknown,,,,Physical access,Partner facility,,62
KR,Unknown,,Web application,,,,,45
US,Unknown,,Web application,,,,,51
US,,,,,,,,62
US,Unknown,,Desktop sharing,Unknown,,,,62
US,Unknown,,Unknown,,,,,33
US,Unknown,,,,,Victim work area,In-person,92
US,US,,,,,Victim public area,,52
US,,,,,Physical access,Partner facility,,62
UA,Unknown,,Web application,,,,,81
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,32
US,,,,,,,,92
US,Unknown,,Backdoor or C2,Unknown,,,,54
US,,,,,,,,92
US,SY,,,Unknown,,,,81
IE,Unknown,,,,,,Email,62
GB,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
US,US,,Web application,,,,,54
CH,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Partner vehicle,,52
IE,,,,,,,,62
US,Unknown,,,,,Victim secure area,,62
US,Unknown,,,,,Victim public area,,44
US,,,,,,,,62
US,Unknown,,,,,Personal vehicle,,92
ML,RU,,Backdoor or C2,Email attachment,,,Email,00
US,Unknown,,Unknown,,,,,51
IN,Unknown,,,Unknown,,,,54
US,Unknown,,Unknown,Unknown,,,,72
NZ,Unknown,,Other,,,,,92
US,,,,,,,,62
FR,RU,,Backdoor or C2,Email attachment,,,Email,92
CH,,,,,LAN access,Victim secure area,,92
GB,Unknown,,,,,Victim work area,,92
US,Unknown,,,Email link,,,Email,62
GB,,,,,,,,62
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
GB,RU,,Unknown,,,,,62
GB,Unknown,,Web application,,,,,44
US,Unknown,,,Unknown,,,,51
US,,,,,LAN access,,,62
US,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,44
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,,,,,51
US,,,,,,,,52
US,,,,,,,,92
US,,,,,,,,44
Unknown,,,,,Other,,,00
CA,,,,,Unknown,,,54
CA,CA,,,,,Personal vehicle,,62
GB,Unknown,,,,LAN access,,,52
US,,,,,LAN access,,,56
US,Unknown,,,,,Victim public area,,52
CA,,,,,LAN access,,,92
US,Unknown,,,,,,Email,61
MX,Unknown,,Unknown,,,,,32
US,Unknown,,,,,,In-person,92
CN,Unknown,,Unknown,,,,,32
US,,,,,,,,62
US,,,,,,,,92
US,,,,,LAN access,,,92
US,Unknown,,,Unknown,,,,45
FI,Unknown,,Unknown,Unknown,,,,92
DE,,,,,,,,92
US,Unknown,,,,,Unknown,,62
IN,,,,,,,,44
GB,,,,,,,,62
US,Unknown,,,,,Public facility,,44
US,Unknown,,,,,,Email,33
VE,BD,,Web application,,,,,00
JP,Unknown,,Partner,Email attachment,,,Email,56
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,,,,Victim public area,,52
GB,,,Physical access,,Physical access,,,52
US,,US,,,,,,62
US,,,Web application,,,,,44
LU,UA,,Web application,,,,,92
US,Unknown,,Web application,,,,,31
US,Unknown,,,,,Victim public area,,62
US,,Unknown,,,,Victim secure area,,52
US,,,,,Physical access,,,62
GB,,,,,,,,62
TR,,,Unknown,,LAN access,,,52
US,,,,,LAN access,,,54
US,,,,,,,,62
US,,,,,,,,92
US,,IN,,,,,,44
PR,Unknown,,Unknown,,,,,81
US,Unknown,,,,,Unknown,,62
CA,,,,,Unknown,,,61
US,,,,,LAN access,,,52
US,Unknown,,,,,Unknown,,52
US,Unknown,,,Unknown,,,,71
US,Unknown,,,,,Victim work area,,44
DE,Unknown,,Web application,,,,,54
US,Unknown,,Unknown,,,Partner facility,,44
GB,,,,,,,,92
US,,,,,Physical access,,,62
GB,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,,,,,,,,44
US,Unknown,,Web application,,,,,92
US,Unknown,,Web application,,,,,62
US,Unknown,,,,,Unknown,,62
GB,Unknown,,,,,Public facility,,44
US,,,,,,,,61
US,,,,,,,,62
US,Unknown,,Web application,,,,,61
CA,,,,,Unknown,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,Web application,,,,,61
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
US,,,,,,,,62
US,,,,,,,,52
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,,,,,,,81
US,Unknown,,,,,Unknown,,81
NZ,,,,,LAN access,,,62
UY,US,,Web application,,,,,51
CA,,,,,LAN access,,,62
NO,,,,,,,,92
US,,,,,LAN access,,,62
GB,Unknown,,Web application,,,,,52
US,Unknown,,Web application,,,,,51
US,Unknown,,,,,Unknown,,62
GB,Unknown,,Web application,,,,,51
US,Unknown,,Web application,,,,,62
US,,,,,Unknown,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,00
US,Unknown,,,,,Unknown,,52
US,,,,,Physical access,,,62
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,52
BE,BE,,Backdoor or C2,Email attachment,,Victim work area,Email,48
US,,,,,Unknown,,,62
US,Unknown,,Web application,,,,,48
US,TR,,Web application,,,,,71
US,,,,,,,,54
US,,Unknown,,,,,,92
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,92
CA,,,,,Physical access,,,62
US,Unknown,,Web application,,,,Email,62
US,,,,,LAN access,,,92
US,Unknown,Unknown,Desktop sharing,Direct install,,,,54
US,,,,,,,,62
GB,Unknown,,Unknown,,,,,71
US,,,,,,,,62
US,US,,,,,Victim public area,,44
US,,,,,,,,92
US,Unknown,,Desktop sharing,Direct install,,,,72
US,,US,,,,,,81
US,,,,,,,,92
FR,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,Victim work area,,62
Unknown,Unknown,,Web application,,,,,51
US,,,,,,,,92
IL,Unknown,,Web application,,,,,92
US,,,,,,,,92
US,Unknown,,,,LAN access,,Unknown,62
US,,,,,,,,92
GB,Unknown,,,,,,,62
US,Unknown,,Unknown,,,,,72
CA,Unknown,,Unknown,,,,,52
GT,Unknown,,Web application,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,Email,61
US,,,,,,,,62
IN,RO,,,,,Victim public area,,52
IE,,,,,Physical access,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,52
US,Unknown,,Web application,,,,,52
DE,Unknown,,Unknown,,,,,81
US,,,,,,,,62
US,,,,,,,,92
US,Unknown,,,,,Public vehicle,,62
US,,,,,,,,52
US,Unknown,,Web application,,,,,54
US,Unknown,,,,,,Email,61
